original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,postcode,county_code,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1000,Nancy,France,48.6937223,6.1834097,"Nancy, GES, France",,,,,,,Nancy,Meurthe-et-Moselle,Grand Est,GES,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1001,Kansas City,United States,39.100105,-94.5781416,"Kansas City, MO, United States of America",,,,,,,Kansas City,Jackson County,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1002,Baku,Azerbaijan,40.3755885,49.8328009,"Baku, Baku Ekonomic Zone, Azerbaijan",Baku,,,,,,Baku,,Baku Ekonomic Zone,,Azerbaijan,az,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1003,Ruston,United States,32.5297498,-92.6386604,"Ruston, LA, United States of America",,,,,,,Ruston,Lincoln Parish,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1004,Bucharest,Romania,44.4361414,26.1027202,"Bucharest, Romania",,,,,,,Bucharest,,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1005,Rabat,Morocco,34.02236,-6.8340222,"Rabat, Rabat-Salé-Kénitra, Morocco",,,,,,,Rabat,باشوية الرباط,Rabat-Salé-Kénitra,,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1006,Clermont-Ferrand,France,45.7774551,3.0819427,"Clermont-Ferrand, ARA, France",,,,,,,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1007,Povo,Italy,46.0655017,11.154962,"38128 Povo (Trento), Italy",Povo,,38128,,,,Trento,Provincia di Trento,Trentino-Alto Adige/Südtirol,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1008,La Plata,Argentina,-34.9206797,-57.9537638,"La Plata, B, Argentina",,,,,,,La Plata,Partido de La Plata,Buenos Aires,B,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1009,Giresun,Turkey,40.9174453,38.3847864,"28100 Giresun District, Turkey",,,28100,,,,Giresun District,Giresun,Black Sea Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1010,Saint Martin d'Heres,France,45.1836683,5.75448,"38400 Saint-Martin-d'Hères, France",,,38400,,,,Saint-Martin-d'Hères,Isère,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011,Nablus,Palestine,32.2280665,35.2370416,"Hyatt Nablus Resort, Tunis, +970 Nablus, Palestinian Territory",Hyatt Nablus Resort,Tunis,+970,,,Rafidia Al-Balad,Nablus,Area A,West Bank,,Palestinian Territory,ps,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012,Albuquerque,United States,35.0841034,-106.650985,"Albuquerque, NM, United States of America",,,,,,,Albuquerque,Bernalillo County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013,Dortmund,Germany,51.5142273,7.4652789,"Dortmund, North Rhine-Westphalia, Germany",,,,,,,Dortmund,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1014,Marakech,Morocco,31.7172628,-7.9821192,"Mercedes dealer, RN9, 40063 Marrakesh Prefecture, Morocco",Mercedes dealer,RN9,40063,,cercle d'Al Ouidane,caïdat d’Ouahat Sidi Brahim,Marrakesh Prefecture,Marrakech,Marrakech-Safi,,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015,Upton,United States,37.465323999999995,-85.90101475720013,"Upton, KY, United States of America",,,,,,,Upton,Hardin County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016,Sao Joao del Rei,Brazil,-21.1335755,-44.2588086,"São João del-Rei, MG, Brazil",,,,,,,São João del-Rei,Região Geográfica Intermediária de Juiz de Fora,Minas Gerais,MG,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017,Stony Brook,United States,40.9256538,-73.140943,"Stony Brook, NY, United States of America",,,,,,,Stony Brook,Suffolk County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1018,Udine,Italy,46.0634632,13.2358377,"33100 Udine, Italy",,,33100,UD,,,Udine,Udine,Friuli-Venezia Giulia,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019,Fribourg,Switzerland,46.8055656,7.1612669,"Fribourg - Freiburg, FR, Switzerland",,,,,,,Fribourg - Freiburg,Sarine District,Fribourg,FR,Switzerland,ch,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1020,Siegen,Germany,50.8749804,8.0227233,"Siegen, North Rhine-Westphalia, Germany",,,,,,,Siegen,Kreis Siegen-Wittgenstein,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1021,Brasov,Romania,45.6525105,25.6105654,"Brasov, Romania",,,,,,,Brasov,Brașov,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1022,Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, North Rhine-Westphalia, Germany",,,,,,,Wuppertal,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1023,Rende,Italy,39.3319934,16.1843828,"87036 Rende, Italy",,,87036,CS,,,Rende,Cosenza,Calabria,CAL,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024,Birmingham,United Kingdom,52.4796992,-1.9026911,"Birmingham, ENG, United Kingdom",,,,,,,Birmingham,West Midlands Combined Authority,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025,Chambery,France,45.5662672,5.9203636,"73000 Chambéry, France",,,73000,,,,Chambéry,Savoy,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1026,Hsinchu,Taiwan,24.8066333,120.9686833,"Hsinchu, Taiwan",,,,,,,Hsinchu,,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1027,Gaziantep,Turkey,37.0628317,37.3792617,"27010 Şahinbey (Gaziantep), Turkey",Gaziantep,,27010,,,,Gaziantep,Gaziantep,Southeastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1028,Rehovot,Israel,31.8952532,34.8105616,"Rehovot, Center District, Israel",,,,,,,Rehovot,Rehovot Subdistrict,Center District,,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1029,Mytilene,Greece,39.1037355,26.554788,"811 00 Mytilene, Greece",Mytilene,,811 00,,,,Mytilene,Lesbos Regional Unit,Aegean,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1030,Giessen,Germany,50.5862066,8.6742306,"Giessen, Hesse, Germany",,,,,,,Giessen,Landkreis Gießen,Hesse,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1031,Waltham,United States,42.3756401,-71.2358004,"Waltham, MA, United States of America",,,,,,,Waltham,Middlesex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1032,Thessaloniki,Greece,40.6403167,22.9352716,"546 26 Thessaloniki, Greece",Thessaloniki,,546 26,,,,Thessaloniki,Thessaloniki Regional Unit,Macedonia and Thrace,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1033,Iasi,Romania,47.1615598,27.5837814,"Iași, Romania",,,,,,,Iași,Iași,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1034,,Canada,61.0666922,-107.991707,Canada,,,,,,,,,,,Canada,ca,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1035,Oujda,Morocco,34.677874,-1.929306,"Oujda, Oriental, Morocco",,,,,,,Oujda,Pachalik d'Oujda باشوية وجدة,Oriental,,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1036,Eugene,United States,44.0505054,-123.0950506,"Eugene, OR, United States of America",,,,,,,Eugene,Lane County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1037,DeKalb,United States,41.9298644,-88.7501925,"DeKalb, IL 60115, United States of America",,,60115,,,,DeKalb,DeKalb County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1038,Richardson,United States,32.9481789,-96.7297206,"Richardson, TX, United States of America",,,,,,,Richardson,Dallas County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1039,Porto,Portugal,41.1494512,-8.6107884,"Porto, Portugal",,,,,,,Porto,Porto,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1040,Valparaíso,Chile,-33.0458456,-71.6196749,"Valparaíso, Valparaiso Region, Chile",,,,,,,Valparaíso,Provincia de Valparaíso,Valparaiso Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1041,Victoria,Canada,48.4283182,-123.3649533,"Victoria, BC, Canada",,,,,,,Victoria,Capital Regional District,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1042,Fresno,United States,36.7394421,-119.78483,"Fresno, CA, United States of America",,,,,,,Fresno,Fresno County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1043,Juiz de Fora,Brazil,-21.7609533,-43.3501129,"Juiz de Fora, MG, Brazil",,,,,,,Juiz de Fora,Região Geográfica Intermediária de Juiz de Fora,Minas Gerais,MG,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1044,Timisoara,Romania,45.7538355,21.2257474,"Timișoara, Romania",,,,,,,Timișoara,Timiș,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1045,Wageningen,Netherlands,51.9685817,5.668298061827958,"Wageningen, GE, Netherlands",,,,,,,Wageningen,,Gelderland,GE,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1046,Buriram,Thailand,14.9955693,103.1079187,"Buri Ram, Buri Ram Province 31009, Thailand",Buri Ram,,31009,,,,Buri Ram,,Buri Ram Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1047,Kitaadachi District,Japan,36.13793,138.441899,Japan,Japan,,,,,,,,,,Japan,jp,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1048,,France,46.603354,1.8883335,France,,,,,,,,,,,France,fr,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1049,Koganei,Japan,35.7041083,139.5106759,"Koganei, Japan",,,,,,,Koganei,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1050,Saraburi,Thailand,14.5249471,100.9160757,"Saraburi, Saraburi Province 18000, Thailand",Saraburi,,18000,,,,Saraburi,,Saraburi Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051,Nakorn Si Thammarat,Thailand,8.443677,99.968032,"Nakhon Si Thammarat, Thailand",,,,,,,Nakhon Si Thammarat,,Nakhon Si Thammarat,,Thailand,th,0.6666666666666666,0.6666666666666666,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1052,Trat,Thailand,12.2440564,102.5122822,"Trat, Trat Province, Thailand",Trat,,,,,,Trat,,Trat Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053,Manama,Bahrain,26.2235041,50.5822436,"Manama 308, Bahrain",Manama,,308,,,,Manama,,Capital Governorate,,Bahrain,bh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1054,Lincoln,New Zealand,-43.6396099,172.4860237,"Lincoln 7608, New Zealand",Lincoln,,7608,,,,Lincoln,Selwyn District,Canterbury,CAN,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055,Nanchang,China,28.687547,115.8540042,"Nanchang, 330008 Jiangxi, China",Nanchang,,330008,,,,Nanchang,,Jiangxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056,Klagenfurt,Austria,46.623943,14.3075976,"Klagenfurt, Carinthia, Austria",,,,,,,Klagenfurt,,Carinthia,,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057,Tampere,Finland,61.4980214,23.7603118,"Tampere, Mainland Finland, Finland",,,,,,,Tampere,Pirkanmaa,Mainland Finland,,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058,Tacoma,United States,47.2455013,-122.438329,"Tacoma, WA, United States of America",,,,,,,Tacoma,Pierce County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1059,Kiyose,Japan,35.785483,139.531253,"Kiyose, Japan",,,,,,,Kiyose,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060,Camden,United States,39.9448402,-75.1198911,"Camden, NJ, United States of America",,,,,,,Camden,Camden County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1061,La Victoria,Peru,-6.794969,-79.8445698,"La Victoria 14000, Peru",,,14000,,,,La Victoria,,Lambayeque,LAM,Peru,pe,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1062,Vitoria-Gasteiz,Spain,42.8465088,-2.6724025,"Vitoria-Gasteiz, Basque Country, Spain",,,,,,,Vitoria-Gasteiz,Gasteizko kuadrilla/Cuadrilla de Vitoria,Autonomous Community of the Basque Country,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063,Middlesbrough,United Kingdom,54.5760419,-1.2344047,"Middlesbrough, ENG, United Kingdom",Middlesbrough,,,MDB,,,Middlesbrough,Middlesbrough,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1064,Alcala de Henares,Spain,40.4818396,-3.3644973,"Alcalá de Henares, Madrid, Spain",,,,,,,Alcalá de Henares,,Community of Madrid,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1065,Odense,Denmark,55.3997225,10.3852104,"5000 Odense, Denmark",Odense,,5000,,,,Odense,,Region of Southern Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066,Aalborg,Denmark,57.0462626,9.9215263,"9000 Aalborg, Denmark",Aalborg,,9000,,,,Aalborg,,North Denmark Region,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067,Hvidovre,Denmark,55.6441712,12.4772091,"Hvidovre, Hvidovre Municipality, Denmark",Hvidovre,,2650,,Indre By,Hvidovre,Hvidovre Municipality,,Capital Region of Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068,Fitzroy,Australia,-37.8010382,144.9792611,"Fitzroy, Melbourne, VIC, Australia",,,3065,,,Fitzroy,Melbourne,,Victoria,VIC,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069,Chaidari,Greece,38.0070659,23.6563151,"142 62 Chaidari, Greece",Chaidari,,142 62,,,,Chaidari,Regional Unit of West Athens,Attica,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1070,Springfield,United States,39.7990175,-89.6439575,"Springfield, IL, United States of America",,,,,,,Springfield,Sangamon County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071,Cairns,Australia,-16.9206657,145.7721854,"Cairns QLD 4870, Australia",Cairns,,4870,,,,Cairns,,Queensland,QLD,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1072,Terrassa,Spain,41.5629623,2.0100492,"08221 Terrassa, Spain",,,08221,B,,,Terrassa,Vallès Occidental,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1073,Collegeville,United States,40.1856597,-75.451571,"Collegeville (Collegeville), PA 19426, United States of America",,,19426,,,,Collegeville,Montgomery County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1074,Washington,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1075,Eldoret,Kenya,0.5198329,35.2715481,"Eldoret, 30100, Kenya",Eldoret,,30100,,,,Eldoret,Moiben,Uasin Gishu County,,Kenya,ke,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1076,Tenri,Japan,34.5965738,135.8373696,"Tenri, Japan",,,,,,,Tenri,Nara Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077,Meru,Kenya,0.0499786,37.6500063,"Meru, 60200, Kenya",Meru,,60200,,,,Meru,Imenti North,Meru County,,Kenya,ke,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1078,Kawaguchi,Japan,35.8078228,139.7241054,"Kawaguchi, Japan",,,,,,,Kawaguchi,Saitama Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1079,Sasebo,Japan,33.1799965,129.7152872,"Sasebo, Japan",,,,,,,Sasebo,Nagasaki Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1080,Yufu,Japan,33.1800993,131.4269323,"Yufu, Japan",,,,,,,Yufu,Oita Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1081,Chanthaburi,Thailand,12.613507,102.107284,"Chanthaburi, Thailand",,,,,,,Chanthaburi,Chanthaburi,Chanthaburi,,Thailand,th,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1082,Noida,India,28.5706333,77.3272147,"Dadri (Noida) - 201301, UP, India",Noida,,201301,,,,Noida,Gautam Buddha Nagar District,Uttar Pradesh,UP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083,,Viet Nam,15.9266657,107.9650855,Vietnam,,,,,,,,,,,Vietnam,vn,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1084,Mason,United States,30.7468747,-99.2333876,"Mason, TX, United States of America",,,,,,,Mason,Mason County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1085,Syracuse,United States,43.0481221,-76.1474244,"Syracuse, NY, United States of America",,,,,,,Syracuse,Onondaga County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1086,Wroclaw,Poland,51.1089776,17.0326689,"Wrocław, Lower Silesian Voivodeship, Poland",,,,,,,Wrocław,,Lower Silesian Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087,Miyazaki,Japan,31.9076334,131.4204022,"Miyazaki, 880-8505, Japan",,,880-8505,,,,Miyazaki,Miyazaki Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1088,Lucknow,India,26.8381,80.9346001,"Lucknow - 226027, UP, India",Lucknow,,226027,,,,Lucknow,Lucknow,Uttar Pradesh,UP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1089,Worthing,United Kingdom,50.8115402,-0.3699697,"Worthing, ENG, United Kingdom",,,,WSX,,,Worthing,West Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1090,Brentford,United Kingdom,51.4863958,-0.3216623,"Brentford, TW8 9DE, United Kingdom",Brentford,,TW8 9DE,,,,Brentford,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1091,Guadalajara,Mexico,20.6720375,-103.338396,"44360 Guadalajara, JAL, Mexico",Guadalajara,,44360,,,,Guadalajara,Guadalajara,Jalisco,JAL,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092,Tlalpan,Mexico,19.2883998,-99.1670491,"Tlalpan, Mexico City, Mexico",,,,,,Tlalpan,Mexico City,,,,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1093,Clayton,Australia,-37.9142211,145.1268559,"Clayton, Melbourne, VIC, Australia",,,3168,,,Clayton,Melbourne,,Victoria,VIC,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094,Bac Lieu City,Viet Nam,9.2824882,105.7260685,"Bạc Liêu City, Bạc Liêu Province 97000, Vietnam",,,97000,,,,Bạc Liêu City,,Bạc Liêu Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095,Sirnak,Turkey,37.5219577,42.4570311,"73000 Shrnak, Turkey",Shrnak,,73000,,,,Shrnak,Şırnak,Southeastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1096,Burdur,Turkey,37.7248394,30.2887286,"Burdur Merkez, Mediterranean Region, Turkey",,,,,,,Burdur Merkez,Burdur,Mediterranean Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1097,Podgorica,Montenegro,42.4415238,19.2621081,"Podgorica, Montenegro",,,,,,,Podgorica,Podgorica Capital City,,,Montenegro,me,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1098,Godollo,Hungary,47.601529,19.3476981,"Gödöllő, Central Hungary, Hungary",,,,,,,Gödöllő,Pest,Central Hungary,,Hungary,hu,0.36363636363636365,0.36363636363636365,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1099,Zhengzhou,China,34.7487244,113.6191483,"Zhengzhou, Henan, China",,,,,,,Zhengzhou,,Henan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1100,Vallejo,United States,38.1040864,-122.2566367,"Vallejo, CA, United States of America",,,,,,,Vallejo,Solano County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1101,Villaviciosa de Odon,Spain,40.3573787,-3.9002334,"28670 Villaviciosa de Odón, Spain",,,28670,,,,Villaviciosa de Odón,,Community of Madrid,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102,,Spain,39.3260685,-4.8379791,Spain,,,,,,,,,,,Spain,es,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1103,Muscat,Oman,23.5882019,58.3829448,"Muscat, Muscat Governorate, Oman",,,,,,,Muscat,,Muscat Governorate,,Oman,om,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1104,Stavanger,Norway,58.9699675,5.7318101,"Stavanger, Norway",,,,,,,Stavanger,Rogaland,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1105,Jyvaskyla,Finland,62.2417066,25.7495727,"Jyväskylä, Mainland Finland, Finland",,,,,,,Jyväskylä,Central Finland,Mainland Finland,,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
